,arena,card_name,outcome,evo,count
3209,Arena 19,Lava Hound,Won,1,22
3210,Arena 19,Lightning,Lost,0,555
3211,Arena 19,Lightning,Lost,1,172
3212,Arena 19,Lightning,Won,0,299
3213,Arena 19,Lightning,Won,1,136
3214,Arena 19,Little Prince,Lost,0,296
3215,Arena 19,Little Prince,Lost,1,304
3216,Arena 19,Little Prince,Won,0,366
3217,Arena 19,Little Prince,Won,1,337
3218,Arena 19,Lumberjack,Lost,0,25
3219,Arena 19,Lumberjack,Lost,1,41
3220,Arena 19,Lumberjack,Won,0,39
3221,Arena 19,Lumberjack,Won,1,48
3222,Arena 19,Magic Archer,Won,0,1
3223,Arena 19,Mega Knight,Lost,0,10
3224,Arena 19,Mega Knight,Lost,1,22
3225,Arena 19,Mega Knight,Won,0,15
3226,Arena 19,Mega Knight,Won,1,19
3227,Arena 19,Mega Minion,Lost,1,1
3228,Arena 19,Mega Minion,Won,0,2
3229,Arena 19,Mega Minion,Won,1,1
3230,Arena 19,Mighty Miner,Lost,0,548
3231,Arena 19,Mighty Miner,Lost,1,536
3232,Arena 19,Mighty Miner,Won,0,611
3233,Arena 19,Mighty Miner,Won,1,656
3234,Arena 19,Miner,Lost,0,5
3235,Arena 19,Miner,Lost,1,65
3236,Arena 19,Miner,Won,0,7
3237,Arena 19,Miner,Won,1,67
3238,Arena 19,Minion Horde,Lost,0,263
3239,Arena 19,Minion Horde,Lost,1,382
3240,Arena 19,Minion Horde,Won,0,333
3241,Arena 19,Minion Horde,Won,1,422
3242,Arena 19,Minions,Lost,0,2549
3243,Arena 19,Minions,Lost,1,418
3244,Arena 19,Minions,Won,0,2725
3245,Arena 19,Minions,Won,1,473
3246,Arena 19,Mirror,Lost,0,231
3247,Arena 19,Mirror,Lost,1,220
3248,Arena 19,Mirror,Won,0,272
3249,Arena 19,Mirror,Won,1,256
3250,Arena 19,Monk,Lost,0,185
3251,Arena 19,Monk,Lost,1,67
3252,Arena 19,Monk,Won,0,222
3253,Arena 19,Monk,Won,1,69
3254,Arena 19,Mortar,Lost,0,27
3255,Arena 19,Mortar,Lost,1,37
3256,Arena 19,Mortar,Won,0,39
3257,Arena 19,Mortar,Won,1,41
3258,Arena 19,Mother Witch,Lost,0,1042
3259,Arena 19,Mother Witch,Lost,1,34
3260,Arena 19,Mother Witch,Won,0,863
3261,Arena 19,Mother Witch,Won,1,42
3262,Arena 19,Musketeer,Lost,0,215
3263,Arena 19,Musketeer,Lost,1,308
3264,Arena 19,Musketeer,Won,0,296
3265,Arena 19,Musketeer,Won,1,418
3266,Arena 19,P.E.K.K.A,Lost,0,1248
3267,Arena 19,P.E.K.K.A,Lost,1,1120
3268,Arena 19,P.E.K.K.A,Won,0,1083
3269,Arena 19,P.E.K.K.A,Won,1,1130
3270,Arena 19,Phoenix,Lost,0,381
3271,Arena 19,Phoenix,Lost,1,43
3272,Arena 19,Phoenix,Won,0,152
3273,Arena 19,Phoenix,Won,1,17
3274,Arena 19,Poison,Lost,0,93
3275,Arena 19,Poison,Lost,1,280
3276,Arena 19,Poison,Won,0,126
3277,Arena 19,Poison,Won,1,254
3278,Arena 19,Prince,Lost,0,134
3279,Arena 19,Prince,Lost,1,317
3280,Arena 19,Prince,Won,0,181
3281,Arena 19,Prince,Won,1,337
3282,Arena 19,Princess,Lost,1,23
3283,Arena 19,Princess,Won,1,17
3284,Arena 19,Rage,Lost,1,3
3285,Arena 19,Rage,Won,0,1
3286,Arena 19,Rage,Won,1,4
3287,Arena 19,Ram Rider,Lost,0,1761
3288,Arena 19,Ram Rider,Lost,1,145
3289,Arena 19,Ram Rider,Won,0,1550
3290,Arena 19,Ram Rider,Won,1,188
3291,Arena 19,Rascals,Lost,0,5
3292,Arena 19,Rascals,Lost,1,15
3293,Arena 19,Rascals,Won,0,4
3294,Arena 19,Rascals,Won,1,15
3295,Arena 19,Rocket,Lost,0,962
3296,Arena 19,Rocket,Lost,1,305
3297,Arena 19,Rocket,Won,0,944
3298,Arena 19,Rocket,Won,1,282
3299,Arena 19,Royal Delivery,Lost,0,49
3300,Arena 19,Royal Delivery,Lost,1,251
3301,Arena 19,Royal Delivery,Won,0,64
3302,Arena 19,Royal Delivery,Won,1,250
3303,Arena 19,Royal Ghost,Lost,0,42
3304,Arena 19,Royal Ghost,Lost,1,89
3305,Arena 19,Royal Ghost,Won,0,52
3306,Arena 19,Royal Ghost,Won,1,114
3307,Arena 19,Royal Giant,Lost,0,12
3308,Arena 19,Royal Giant,Lost,1,105
3309,Arena 19,Royal Giant,Won,0,23
3310,Arena 19,Royal Giant,Won,1,140
3311,Arena 19,Royal Recruits,Lost,0,38
3312,Arena 19,Royal Recruits,Lost,1,8
3313,Arena 19,Royal Recruits,Won,0,46
3314,Arena 19,Rune Giant,Lost,0,47
3315,Arena 19,Rune Giant,Lost,1,8
3316,Arena 19,Rune Giant,Won,0,32
3317,Arena 19,Rune Giant,Won,1,3
3318,Arena 19,Skeleton Army,Lost,0,109
3319,Arena 19,Skeleton Army,Lost,1,729
3320,Arena 19,Skeleton Army,Won,0,139
3321,Arena 19,Skeleton Army,Won,1,942
3322,Arena 19,Skeleton Barrel,Lost,0,45
3323,Arena 19,Skeleton Barrel,Lost,1,144
3324,Arena 19,Skeleton Barrel,Won,0,51
3325,Arena 19,Skeleton Barrel,Won,1,208
3326,Arena 19,Skeleton Dragons,Lost,0,395
3327,Arena 19,Skeleton Dragons,Lost,1,92
3328,Arena 19,Skeleton Dragons,Won,0,248
3329,Arena 19,Skeleton Dragons,Won,1,90
3330,Arena 19,Skeleton King,Lost,0,420
3331,Arena 19,Skeleton King,Lost,1,131
3332,Arena 19,Skeleton King,Won,0,527
3333,Arena 19,Skeleton King,Won,1,140
3334,Arena 19,Skeletons,Lost,0,6173
3335,Arena 19,Skeletons,Lost,1,157
3336,Arena 19,Skeletons,Won,0,6354
3337,Arena 19,Skeletons,Won,1,177
3338,Arena 19,Sparky,Lost,0,1975
3339,Arena 19,Sparky,Lost,1,6
3340,Arena 19,Sparky,Won,0,1742
3341,Arena 19,Sparky,Won,1,3
3342,Arena 19,Spear Goblins,Lost,0,160
3343,Arena 19,Spear Goblins,Lost,1,235
3344,Arena 19,Spear Goblins,Won,0,188
3345,Arena 19,Spear Goblins,Won,1,270
3346,Arena 19,Spirit Empress,Lost,0,22
3347,Arena 19,Spirit Empress,Lost,1,58
3348,Arena 19,Spirit Empress,Won,0,13
3349,Arena 19,Spirit Empress,Won,1,53
3350,Arena 19,Suspicious Bush,Won,1,1
3351,Arena 19,Tesla,Lost,1,58
3352,Arena 19,Tesla,Won,0,4
3353,Arena 19,Tesla,Won,1,68
3354,Arena 19,The Log,Lost,0,101
3355,Arena 19,The Log,Lost,1,666
3356,Arena 19,The Log,Won,0,102
3357,Arena 19,The Log,Won,1,815
3358,Arena 19,Three Musketeers,Lost,1,1
3359,Arena 19,Tornado,Lost,0,87
3360,Arena 19,Tornado,Lost,1,169
3361,Arena 19,Tornado,Won,0,57
3362,Arena 19,Tornado,Won,1,182
3363,Arena 19,Valkyrie,Lost,0,396
3364,Arena 19,Valkyrie,Lost,1,998
3365,Arena 19,Valkyrie,Won,0,481
3366,Arena 19,Valkyrie,Won,1,1221
3367,Arena 19,Vines,Lost,0,1318
3368,Arena 19,Vines,Lost,1,689
3369,Arena 19,Vines,Won,0,1373
3370,Arena 19,Vines,Won,1,795
3371,Arena 19,Wall Breakers,Lost,0,495
3372,Arena 19,Wall Breakers,Lost,1,577
3373,Arena 19,Wall Breakers,Won,0,570
3374,Arena 19,Wall Breakers,Won,1,636
3375,Arena 19,Witch,Lost,1,11
3376,Arena 19,Witch,Won,1,13
3377,Arena 19,Wizard,Won,1,1
3378,Arena 19,X-Bow,Lost,0,39
3379,Arena 19,X-Bow,Lost,1,82
3380,Arena 19,X-Bow,Won,0,42
3381,Arena 19,X-Bow,Won,1,119
3382,Arena 19,Zap,Lost,0,7
3383,Arena 19,Zap,Lost,1,39
3384,Arena 19,Zap,Won,0,11
3385,Arena 19,Zap,Won,1,67
3386,Arena 20,Archer Queen,Lost,0,105
3387,Arena 20,Archer Queen,Lost,1,165
3388,Arena 20,Archer Queen,Won,0,118
3389,Arena 20,Archer Queen,Won,1,192
3390,Arena 20,Archers,Lost,0,74
3391,Arena 20,Archers,Lost,1,99
3392,Arena 20,Archers,Won,0,93
3393,Arena 20,Archers,Won,1,120
3394,Arena 20,Arrows,Lost,0,279
3395,Arena 20,Arrows,Lost,1,1385
3396,Arena 20,Arrows,Won,0,313
3397,Arena 20,Arrows,Won,1,1299
3398,Arena 20,Baby Dragon,Lost,0,770
3399,Arena 20,Baby Dragon,Lost,1,837
3400,Arena 20,Baby Dragon,Won,0,936
3401,Arena 20,Baby Dragon,Won,1,950
3402,Arena 20,Balloon,Lost,1,2
3403,Arena 20,Bandit,Lost,0,172
3404,Arena 20,Bandit,Lost,1,228
3405,Arena 20,Bandit,Won,0,209
3406,Arena 20,Bandit,Won,1,291
3407,Arena 20,Barbarian Barrel,Lost,0,203
3408,Arena 20,Barbarian Barrel,Lost,1,220
3409,Arena 20,Barbarian Barrel,Won,0,223
3410,Arena 20,Barbarian Barrel,Won,1,258
3411,Arena 20,Barbarians,Lost,1,1
3412,Arena 20,Bats,Lost,0,2711
3413,Arena 20,Bats,Lost,1,995
3414,Arena 20,Bats,Won,0,2887
3415,Arena 20,Bats,Won,1,1161
3416,Arena 20,Battle Healer,Lost,0,687
3417,Arena 20,Battle Healer,Lost,1,32
3418,Arena 20,Battle Healer,Won,0,326
3419,Arena 20,Battle Healer,Won,1,24
3420,Arena 20,Battle Ram,Lost,0,933
3421,Arena 20,Battle Ram,Lost,1,267
3422,Arena 20,Battle Ram,Won,0,792
3423,Arena 20,Battle Ram,Won,1,319
3424,Arena 20,Bomb Tower,Lost,0,226
3425,Arena 20,Bomb Tower,Lost,1,51
3426,Arena 20,Bomb Tower,Won,0,242
3427,Arena 20,Bomb Tower,Won,1,63
3428,Arena 20,Boss Bandit,Lost,0,368
3429,Arena 20,Boss Bandit,Lost,1,799
3430,Arena 20,Boss Bandit,Won,0,457
3431,Arena 20,Boss Bandit,Won,1,855
3432,Arena 20,Bowler,Lost,0,565
3433,Arena 20,Bowler,Lost,1,205
3434,Arena 20,Bowler,Won,0,422
3435,Arena 20,Bowler,Won,1,204
3436,Arena 20,Cannon,Lost,0,2532
3437,Arena 20,Cannon,Lost,1,1509
3438,Arena 20,Cannon,Won,0,2775
3439,Arena 20,Cannon,Won,1,1641
3440,Arena 20,Clone,Lost,0,184
3441,Arena 20,Clone,Lost,1,158
3442,Arena 20,Clone,Won,0,154
3443,Arena 20,Clone,Won,1,156
3444,Arena 20,Dark Prince,Lost,0,1
3445,Arena 20,Dark Prince,Won,0,1
3446,Arena 20,Dark Prince,Won,1,1
3447,Arena 20,Dart Goblin,Lost,0,1969
3448,Arena 20,Dart Goblin,Lost,1,1874
3449,Arena 20,Dart Goblin,Won,0,2202
3450,Arena 20,Dart Goblin,Won,1,2135
3451,Arena 20,Earthquake,Lost,0,125
3452,Arena 20,Earthquake,Lost,1,233
3453,Arena 20,Earthquake,Won,0,120
3454,Arena 20,Earthquake,Won,1,252
3455,Arena 20,Electro Spirit,Lost,0,368
3456,Arena 20,Electro Spirit,Lost,1,554
3457,Arena 20,Electro Spirit,Won,0,337
3458,Arena 20,Electro Spirit,Won,1,574
3459,Arena 20,Electro Wizard,Lost,0,183
3460,Arena 20,Electro Wizard,Lost,1,443
3461,Arena 20,Electro Wizard,Won,0,192
3462,Arena 20,Electro Wizard,Won,1,534
3463,Arena 20,Elite Barbarians,Lost,0,306
3464,Arena 20,Elite Barbarians,Lost,1,382
3465,Arena 20,Elite Barbarians,Won,0,337
3466,Arena 20,Elite Barbarians,Won,1,474
3467,Arena 20,Elixir Collector,Lost,1,6
3468,Arena 20,Elixir Collector,Won,0,1
3469,Arena 20,Elixir Collector,Won,1,5
3470,Arena 20,Executioner,Lost,0,1099
3471,Arena 20,Executioner,Lost,1,640
3472,Arena 20,Executioner,Won,0,1319
3473,Arena 20,Executioner,Won,1,520
3474,Arena 20,Fire Spirit,Lost,0,114
3475,Arena 20,Fire Spirit,Lost,1,96
3476,Arena 20,Fire Spirit,Won,0,139
3477,Arena 20,Fire Spirit,Won,1,106
3478,Arena 20,Fireball,Lost,0,12
3479,Arena 20,Fireball,Lost,1,142
3480,Arena 20,Fireball,Won,0,9
3481,Arena 20,Fireball,Won,1,124
3482,Arena 20,Firecracker,Lost,1,11
3483,Arena 20,Firecracker,Won,1,6
3484,Arena 20,Fisherman,Lost,0,63
3485,Arena 20,Fisherman,Lost,1,101
3486,Arena 20,Fisherman,Won,0,66
3487,Arena 20,Fisherman,Won,1,152
3488,Arena 20,Flying Machine,Won,0,1
3489,Arena 20,Furnace,Lost,0,40
3490,Arena 20,Furnace,Lost,1,157
3491,Arena 20,Furnace,Won,0,37
3492,Arena 20,Furnace,Won,1,178
3493,Arena 20,Giant Skeleton,Lost,1,1
3494,Arena 20,Giant Skeleton,Won,1,3
3495,Arena 20,Giant Snowball,Lost,0,155
3496,Arena 20,Giant Snowball,Lost,1,308
3497,Arena 20,Giant Snowball,Won,0,193
3498,Arena 20,Giant Snowball,Won,1,341
3499,Arena 20,Goblin Barrel,Lost,1,25
3500,Arena 20,Goblin Barrel,Won,1,21
3501,Arena 20,Goblin Cage,Lost,0,121
3502,Arena 20,Goblin Cage,Lost,1,138
3503,Arena 20,Goblin Cage,Won,0,130
3504,Arena 20,Goblin Cage,Won,1,145
3505,Arena 20,Goblin Curse,Lost,0,758
3506,Arena 20,Goblin Curse,Lost,1,42
3507,Arena 20,Goblin Curse,Won,0,477
3508,Arena 20,Goblin Curse,Won,1,45
3509,Arena 20,Goblin Demolisher,Lost,0,1
3510,Arena 20,Goblin Demolisher,Won,0,1
3511,Arena 20,Goblin Gang,Lost,0,18
3512,Arena 20,Goblin Gang,Lost,1,66
3513,Arena 20,Goblin Gang,Won,0,14
3514,Arena 20,Goblin Gang,Won,1,118
3515,Arena 20,Goblin Giant,Lost,0,32
3516,Arena 20,Goblin Giant,Lost,1,44
3517,Arena 20,Goblin Giant,Won,0,26
3518,Arena 20,Goblin Giant,Won,1,50
3519,Arena 20,Goblin Hut,Lost,0,420
3520,Arena 20,Goblin Hut,Lost,1,45
3521,Arena 20,Goblin Hut,Won,0,407
3522,Arena 20,Goblin Hut,Won,1,41
3523,Arena 20,Goblin Machine,Lost,0,4
3524,Arena 20,Goblin Machine,Lost,1,22
3525,Arena 20,Goblin Machine,Won,0,5
3526,Arena 20,Goblin Machine,Won,1,29
3527,Arena 20,Golden Knight,Lost,0,1124
3528,Arena 20,Golden Knight,Lost,1,920
3529,Arena 20,Golden Knight,Won,0,1224
3530,Arena 20,Golden Knight,Won,1,1057
3531,Arena 20,Golem,Won,1,1
3532,Arena 20,Graveyard,Lost,0,838
3533,Arena 20,Graveyard,Lost,1,250
3534,Arena 20,Graveyard,Won,0,481
3535,Arena 20,Graveyard,Won,1,263
3536,Arena 20,Guards,Lost,0,1012
3537,Arena 20,Guards,Lost,1,617
3538,Arena 20,Guards,Won,0,928
3539,Arena 20,Guards,Won,1,650
3540,Arena 20,Heal Spirit,Lost,0,24
3541,Arena 20,Heal Spirit,Lost,1,197
3542,Arena 20,Heal Spirit,Won,0,22
3543,Arena 20,Heal Spirit,Won,1,113
3544,Arena 20,Hog Rider,Lost,0,1
3545,Arena 20,Hog Rider,Lost,1,21
3546,Arena 20,Hog Rider,Won,1,26
3547,Arena 20,Hunter,Lost,0,518
3548,Arena 20,Hunter,Lost,1,1
3549,Arena 20,Hunter,Won,0,548
3550,Arena 20,Hunter,Won,1,4
3551,Arena 20,Ice Spirit,Lost,0,2
3552,Arena 20,Ice Spirit,Lost,1,8
3553,Arena 20,Ice Spirit,Won,1,7
3554,Arena 20,Ice Wizard,Lost,0,1
3555,Arena 20,Ice Wizard,Lost,1,3
3556,Arena 20,Ice Wizard,Won,0,1
3557,Arena 20,Ice Wizard,Won,1,2
3558,Arena 20,Inferno Dragon,Lost,0,44
3559,Arena 20,Inferno Dragon,Lost,1,291
3560,Arena 20,Inferno Dragon,Won,0,52
3561,Arena 20,Inferno Dragon,Won,1,317
3562,Arena 20,Inferno Tower,Lost,1,1
3563,Arena 20,Inferno Tower,Won,1,2
3564,Arena 20,Knight,Lost,0,768
3565,Arena 20,Knight,Lost,1,1840
3566,Arena 20,Knight,Won,0,871
3567,Arena 20,Knight,Won,1,2061
3568,Arena 20,Lava Hound,Lost,0,8
3569,Arena 20,Lava Hound,Lost,1,202
3570,Arena 20,Lava Hound,Won,0,10
3571,Arena 20,Lava Hound,Won,1,80
3572,Arena 20,Lightning,Lost,0,706
3573,Arena 20,Lightning,Lost,1,236
3574,Arena 20,Lightning,Won,0,340
3575,Arena 20,Lightning,Won,1,160
3576,Arena 20,Little Prince,Lost,0,274
3577,Arena 20,Little Prince,Lost,1,308
3578,Arena 20,Little Prince,Won,0,324
3579,Arena 20,Little Prince,Won,1,368
3580,Arena 20,Lumberjack,Lost,0,44
3581,Arena 20,Lumberjack,Lost,1,186
3582,Arena 20,Lumberjack,Won,0,44
3583,Arena 20,Lumberjack,Won,1,98
3584,Arena 20,Mega Knight,Lost,0,3
3585,Arena 20,Mega Knight,Lost,1,2
3586,Arena 20,Mega Knight,Won,0,6
3587,Arena 20,Mega Knight,Won,1,4
3588,Arena 20,Mega Minion,Lost,0,1
3589,Arena 20,Mega Minion,Won,0,1
3590,Arena 20,Mighty Miner,Lost,0,415
3591,Arena 20,Mighty Miner,Lost,1,433
3592,Arena 20,Mighty Miner,Won,0,475
3593,Arena 20,Mighty Miner,Won,1,485
3594,Arena 20,Miner,Lost,0,4
3595,Arena 20,Miner,Lost,1,37
3596,Arena 20,Miner,Won,0,6
3597,Arena 20,Miner,Won,1,36
3598,Arena 20,Mini P.E.K.K.A,Lost,1,1
3599,Arena 20,Mini P.E.K.K.A,Won,1,1
3600,Arena 20,Minion Horde,Lost,0,341
3601,Arena 20,Minion Horde,Lost,1,326
3602,Arena 20,Minion Horde,Won,0,430
3603,Arena 20,Minion Horde,Won,1,326
3604,Arena 20,Minions,Lost,0,2261
3605,Arena 20,Minions,Lost,1,264
3606,Arena 20,Minions,Won,0,2341
3607,Arena 20,Minions,Won,1,307
3608,Arena 20,Mirror,Lost,0,193
3609,Arena 20,Mirror,Lost,1,248
3610,Arena 20,Mirror,Won,0,214
3611,Arena 20,Mirror,Won,1,239
3612,Arena 20,Monk,Lost,0,162
3613,Arena 20,Monk,Lost,1,85
3614,Arena 20,Monk,Won,0,155
3615,Arena 20,Monk,Won,1,91
3616,Arena 20,Mortar,Lost,0,18
3617,Arena 20,Mortar,Lost,1,38
3618,Arena 20,Mortar,Won,0,8
3619,Arena 20,Mortar,Won,1,50
3620,Arena 20,Mother Witch,Lost,0,796
3621,Arena 20,Mother Witch,Lost,1,7
3622,Arena 20,Mother Witch,Won,0,676
3623,Arena 20,Mother Witch,Won,1,13
3624,Arena 20,Musketeer,Lost,0,190
3625,Arena 20,Musketeer,Lost,1,360
3626,Arena 20,Musketeer,Won,0,235
3627,Arena 20,Musketeer,Won,1,429
3628,Arena 20,P.E.K.K.A,Lost,0,920
3629,Arena 20,P.E.K.K.A,Lost,1,1464
3630,Arena 20,P.E.K.K.A,Won,0,940
3631,Arena 20,P.E.K.K.A,Won,1,1285
3632,Arena 20,Phoenix,Lost,0,257
3633,Arena 20,Phoenix,Lost,1,38
3634,Arena 20,Phoenix,Won,0,129
3635,Arena 20,Phoenix,Won,1,28
3636,Arena 20,Poison,Lost,0,167
3637,Arena 20,Poison,Lost,1,465
3638,Arena 20,Poison,Won,0,206
3639,Arena 20,Poison,Won,1,343
3640,Arena 20,Prince,Lost,0,112
3641,Arena 20,Prince,Lost,1,324
3642,Arena 20,Prince,Won,0,111
3643,Arena 20,Prince,Won,1,363
3644,Arena 20,Princess,Lost,1,1
3645,Arena 20,Princess,Won,0,1
3646,Arena 20,Princess,Won,1,2
3647,Arena 20,Rage,Lost,1,22
3648,Arena 20,Rage,Won,1,13
3649,Arena 20,Ram Rider,Lost,0,1501
3650,Arena 20,Ram Rider,Lost,1,143
3651,Arena 20,Ram Rider,Won,0,1397
3652,Arena 20,Ram Rider,Won,1,131
3653,Arena 20,Rascals,Lost,0,6
3654,Arena 20,Rascals,Lost,1,18
3655,Arena 20,Rascals,Won,0,7
3656,Arena 20,Rascals,Won,1,28
3657,Arena 20,Rocket,Lost,0,1044
3658,Arena 20,Rocket,Lost,1,320
3659,Arena 20,Rocket,Won,0,1053
3660,Arena 20,Rocket,Won,1,275
3661,Arena 20,Royal Delivery,Lost,0,90
3662,Arena 20,Royal Delivery,Lost,1,246
3663,Arena 20,Royal Delivery,Won,0,104
3664,Arena 20,Royal Delivery,Won,1,263
3665,Arena 20,Royal Ghost,Lost,0,27
3666,Arena 20,Royal Ghost,Lost,1,37
3667,Arena 20,Royal Ghost,Won,0,28
3668,Arena 20,Royal Ghost,Won,1,40
3669,Arena 20,Royal Giant,Lost,0,16
3670,Arena 20,Royal Giant,Lost,1,84
3671,Arena 20,Royal Giant,Won,0,29
3672,Arena 20,Royal Giant,Won,1,123
3673,Arena 20,Royal Hogs,Won,1,2
3674,Arena 20,Royal Recruits,Lost,0,46
3675,Arena 20,Royal Recruits,Lost,1,18
3676,Arena 20,Royal Recruits,Won,0,53
3677,Arena 20,Royal Recruits,Won,1,17
3678,Arena 20,Rune Giant,Lost,0,4
3679,Arena 20,Rune Giant,Lost,1,6
3680,Arena 20,Rune Giant,Won,0,5
3681,Arena 20,Rune Giant,Won,1,4
3682,Arena 20,Skeleton Army,Lost,0,74
3683,Arena 20,Skeleton Army,Lost,1,670
3684,Arena 20,Skeleton Army,Won,0,90
3685,Arena 20,Skeleton Army,Won,1,749
3686,Arena 20,Skeleton Barrel,Lost,0,27
3687,Arena 20,Skeleton Barrel,Lost,1,137
3688,Arena 20,Skeleton Barrel,Won,0,27
3689,Arena 20,Skeleton Barrel,Won,1,175
3690,Arena 20,Skeleton Dragons,Lost,0,288
3691,Arena 20,Skeleton Dragons,Lost,1,125
3692,Arena 20,Skeleton Dragons,Won,0,183
3693,Arena 20,Skeleton Dragons,Won,1,84
3694,Arena 20,Skeleton King,Lost,0,379
3695,Arena 20,Skeleton King,Lost,1,104
3696,Arena 20,Skeleton King,Won,0,447
3697,Arena 20,Skeleton King,Won,1,113
3698,Arena 20,Skeletons,Lost,0,6409
3699,Arena 20,Skeletons,Lost,1,229
3700,Arena 20,Skeletons,Won,0,6398
3701,Arena 20,Skeletons,Won,1,250
3702,Arena 20,Sparky,Lost,0,1594
3703,Arena 20,Sparky,Lost,1,17
3704,Arena 20,Sparky,Won,0,1476
3705,Arena 20,Sparky,Won,1,20
3706,Arena 20,Spear Goblins,Lost,0,198
3707,Arena 20,Spear Goblins,Lost,1,282
3708,Arena 20,Spear Goblins,Won,0,216
3709,Arena 20,Spear Goblins,Won,1,288
3710,Arena 20,Spirit Empress,Lost,0,49
3711,Arena 20,Spirit Empress,Lost,1,20
3712,Arena 20,Spirit Empress,Won,0,42
3713,Arena 20,Spirit Empress,Won,1,23
3714,Arena 20,Suspicious Bush,Won,0,1
3715,Arena 20,Tesla,Lost,1,42
3716,Arena 20,Tesla,Won,1,66
3717,Arena 20,The Log,Lost,0,90
3718,Arena 20,The Log,Lost,1,700
3719,Arena 20,The Log,Won,0,129
3720,Arena 20,The Log,Won,1,800
3721,Arena 20,Three Musketeers,Won,0,1
3722,Arena 20,Tornado,Lost,0,109
3723,Arena 20,Tornado,Lost,1,413
3724,Arena 20,Tornado,Won,0,109
3725,Arena 20,Tornado,Won,1,304
3726,Arena 20,Valkyrie,Lost,0,339
3727,Arena 20,Valkyrie,Lost,1,1043
3728,Arena 20,Valkyrie,Won,0,382
3729,Arena 20,Valkyrie,Won,1,1317
3730,Arena 20,Vines,Lost,0,827
3731,Arena 20,Vines,Lost,1,683
3732,Arena 20,Vines,Won,0,947
3733,Arena 20,Vines,Won,1,778
3734,Arena 20,Wall Breakers,Lost,0,285
3735,Arena 20,Wall Breakers,Lost,1,518
3736,Arena 20,Wall Breakers,Won,0,339
3737,Arena 20,Wall Breakers,Won,1,568
3738,Arena 20,Witch,Won,1,1
3739,Arena 20,Wizard,Lost,1,1
3740,Arena 20,X-Bow,Lost,0,29
3741,Arena 20,X-Bow,Lost,1,115
3742,Arena 20,X-Bow,Won,0,22
3743,Arena 20,X-Bow,Won,1,123
3744,Arena 20,Zap,Lost,0,1
3745,Arena 20,Zap,Lost,1,33
3746,Arena 20,Zap,Won,0,3
3747,Arena 20,Zap,Won,1,40
3748,Arena 21,Archer Queen,Lost,0,60
3749,Arena 21,Archer Queen,Lost,1,172
3750,Arena 21,Archer Queen,Won,0,67
3751,Arena 21,Archer Queen,Won,1,190
3752,Arena 21,Archers,Lost,0,84
3753,Arena 21,Archers,Lost,1,95
3754,Arena 21,Archers,Won,0,121
3755,Arena 21,Archers,Won,1,93
3756,Arena 21,Arrows,Lost,0,310
3757,Arena 21,Arrows,Lost,1,1265
3758,Arena 21,Arrows,Won,0,382
3759,Arena 21,Arrows,Won,1,1392
3760,Arena 21,Baby Dragon,Lost,0,607
3761,Arena 21,Baby Dragon,Lost,1,765
3762,Arena 21,Baby Dragon,Won,0,743
3763,Arena 21,Baby Dragon,Won,1,880
3764,Arena 21,Balloon,Won,1,14
3765,Arena 21,Bandit,Lost,0,124
3766,Arena 21,Bandit,Lost,1,250
3767,Arena 21,Bandit,Won,0,152
3768,Arena 21,Bandit,Won,1,305
3769,Arena 21,Barbarian Barrel,Lost,0,91
3770,Arena 21,Barbarian Barrel,Lost,1,190
3771,Arena 21,Barbarian Barrel,Won,0,122
3772,Arena 21,Barbarian Barrel,Won,1,234
3773,Arena 21,Bats,Lost,0,2587
3774,Arena 21,Bats,Lost,1,832
3775,Arena 21,Bats,Won,0,2665
3776,Arena 21,Bats,Won,1,1062
3777,Arena 21,Battle Healer,Lost,0,932
3778,Arena 21,Battle Healer,Lost,1,14
3779,Arena 21,Battle Healer,Won,0,385
3780,Arena 21,Battle Healer,Won,1,11
3781,Arena 21,Battle Ram,Lost,0,860
3782,Arena 21,Battle Ram,Lost,1,254
3783,Arena 21,Battle Ram,Won,0,734
3784,Arena 21,Battle Ram,Won,1,296
3785,Arena 21,Bomb Tower,Lost,0,235
3786,Arena 21,Bomb Tower,Lost,1,54
3787,Arena 21,Bomb Tower,Won,0,321
3788,Arena 21,Bomb Tower,Won,1,72
3789,Arena 21,Bomber,Lost,1,2
3790,Arena 21,Boss Bandit,Lost,0,323
3791,Arena 21,Boss Bandit,Lost,1,515
3792,Arena 21,Boss Bandit,Won,0,426
3793,Arena 21,Boss Bandit,Won,1,553
3794,Arena 21,Bowler,Lost,0,587
3795,Arena 21,Bowler,Lost,1,292
3796,Arena 21,Bowler,Won,0,450
3797,Arena 21,Bowler,Won,1,233
3798,Arena 21,Cannon,Lost,0,2141
3799,Arena 21,Cannon,Lost,1,1257
3800,Arena 21,Cannon,Won,0,2496
3801,Arena 21,Cannon,Won,1,1415
3802,Arena 21,Clone,Lost,0,223
3803,Arena 21,Clone,Lost,1,97
3804,Arena 21,Clone,Won,0,207
3805,Arena 21,Clone,Won,1,126
3806,Arena 21,Dark Prince,Lost,0,5
3807,Arena 21,Dark Prince,Lost,1,1
3808,Arena 21,Dark Prince,Won,0,7
3809,Arena 21,Dark Prince,Won,1,4
3810,Arena 21,Dart Goblin,Lost,0,1682
3811,Arena 21,Dart Goblin,Lost,1,1839
3812,Arena 21,Dart Goblin,Won,0,1963
3813,Arena 21,Dart Goblin,Won,1,2160
3814,Arena 21,Earthquake,Lost,0,121
