,arena,card_name,outcome,count
1345,Arena 9,Royal Recruits,Lost,855
1346,Arena 9,Royal Recruits,Won,748
1347,Arena 9,Rune Giant,Lost,228
1348,Arena 9,Rune Giant,Won,252
1349,Arena 9,Skeleton Army,Lost,20334
1350,Arena 9,Skeleton Army,Won,21135
1351,Arena 9,Skeleton Barrel,Lost,977
1352,Arena 9,Skeleton Barrel,Won,1032
1353,Arena 9,Skeleton Dragons,Lost,1301
1354,Arena 9,Skeleton Dragons,Won,1129
1355,Arena 9,Skeletons,Lost,2634
1356,Arena 9,Skeletons,Won,2422
1357,Arena 9,Sparky,Lost,1
1358,Arena 9,Sparky,Won,4
1359,Arena 9,Spear Goblins,Lost,2265
1360,Arena 9,Spear Goblins,Won,1911
1361,Arena 9,Tesla,Lost,292
1362,Arena 9,Tesla,Won,469
1363,Arena 9,The Log,Lost,36
1364,Arena 9,The Log,Won,86
1365,Arena 9,Three Musketeers,Lost,236
1366,Arena 9,Three Musketeers,Won,258
1367,Arena 9,Tombstone,Lost,1759
1368,Arena 9,Tombstone,Won,1548
1369,Arena 9,Tornado,Lost,3
1370,Arena 9,Tornado,Won,10
1371,Arena 9,Valkyrie,Lost,9262
1372,Arena 9,Valkyrie,Won,9439
1373,Arena 9,Vines,Lost,2390
1374,Arena 9,Vines,Won,2853
1375,Arena 9,Wall Breakers,Lost,57
1376,Arena 9,Wall Breakers,Won,110
1377,Arena 9,Witch,Lost,16488
1378,Arena 9,Witch,Won,18002
1379,Arena 9,Wizard,Lost,12478
1380,Arena 9,Wizard,Won,12367
1381,Arena 9,X-Bow,Lost,15
1382,Arena 9,X-Bow,Won,24
1383,Arena 9,Zap,Lost,5326
1384,Arena 9,Zap,Won,5273
1385,Arena 12,Archer Queen,Lost,2
1386,Arena 12,Archer Queen,Won,8
1387,Arena 12,Archers,Lost,2363
1388,Arena 12,Archers,Won,2475
1389,Arena 12,Arrows,Lost,10336
1390,Arena 12,Arrows,Won,8944
1391,Arena 12,Baby Dragon,Lost,8889
1392,Arena 12,Baby Dragon,Won,9121
1393,Arena 12,Balloon,Lost,2036
1394,Arena 12,Balloon,Won,1341
1395,Arena 12,Bandit,Lost,47
1396,Arena 12,Bandit,Won,90
1397,Arena 12,Barbarian Barrel,Lost,3256
1398,Arena 12,Barbarian Barrel,Won,2649
1399,Arena 12,Barbarian Hut,Lost,99
1400,Arena 12,Barbarian Hut,Won,56
1401,Arena 12,Barbarians,Lost,2645
1402,Arena 12,Barbarians,Won,2523
1403,Arena 12,Bats,Lost,2840
1404,Arena 12,Bats,Won,2543
1405,Arena 12,Battle Healer,Lost,106
1406,Arena 12,Battle Healer,Won,96
1407,Arena 12,Battle Ram,Lost,744
1408,Arena 12,Battle Ram,Won,968
1409,Arena 12,Berserker,Lost,444
1410,Arena 12,Berserker,Won,521
1411,Arena 12,Bomb Tower,Lost,1047
1412,Arena 12,Bomb Tower,Won,783
1413,Arena 12,Bomber,Lost,1406
1414,Arena 12,Bomber,Won,1720
1415,Arena 12,Boss Bandit,Lost,62
1416,Arena 12,Boss Bandit,Won,119
1417,Arena 12,Bowler,Lost,7
1418,Arena 12,Bowler,Won,11
1419,Arena 12,Cannon,Lost,4010
1420,Arena 12,Cannon,Won,4914
1421,Arena 12,Cannon Cart,Won,5
1422,Arena 12,Clone,Lost,25
1423,Arena 12,Clone,Won,24
1424,Arena 12,Dark Prince,Lost,2089
1425,Arena 12,Dark Prince,Won,1961
1426,Arena 12,Dart Goblin,Lost,4580
1427,Arena 12,Dart Goblin,Won,5607
1428,Arena 12,Earthquake,Lost,181
1429,Arena 12,Earthquake,Won,124
1430,Arena 12,Electro Dragon,Lost,767
1431,Arena 12,Electro Dragon,Won,846
1432,Arena 12,Electro Giant,Lost,4
1433,Arena 12,Electro Giant,Won,4
1434,Arena 12,Electro Spirit,Lost,2017
1435,Arena 12,Electro Spirit,Won,1725
1436,Arena 12,Electro Wizard,Lost,3017
1437,Arena 12,Electro Wizard,Won,3761
1438,Arena 12,Elite Barbarians,Lost,798
1439,Arena 12,Elite Barbarians,Won,1004
1440,Arena 12,Elixir Collector,Lost,3
1441,Arena 12,Elixir Collector,Won,2
1442,Arena 12,Elixir Golem,Lost,41
1443,Arena 12,Elixir Golem,Won,30
1444,Arena 12,Executioner,Lost,603
1445,Arena 12,Executioner,Won,890
1446,Arena 12,Fire Spirit,Lost,460
1447,Arena 12,Fire Spirit,Won,497
1448,Arena 12,Fireball,Lost,6841
1449,Arena 12,Fireball,Won,6246
1450,Arena 12,Firecracker,Lost,1855
1451,Arena 12,Firecracker,Won,1937
1452,Arena 12,Fisherman,Lost,2
1453,Arena 12,Fisherman,Won,10
1454,Arena 12,Flying Machine,Lost,798
1455,Arena 12,Flying Machine,Won,378
1456,Arena 12,Freeze,Lost,2171
1457,Arena 12,Freeze,Won,1293
1458,Arena 12,Furnace,Lost,547
1459,Arena 12,Furnace,Won,585
1460,Arena 12,Giant,Lost,1978
1461,Arena 12,Giant,Won,803
1462,Arena 12,Giant Skeleton,Lost,780
1463,Arena 12,Giant Skeleton,Won,538
1464,Arena 12,Giant Snowball,Lost,3478
1465,Arena 12,Giant Snowball,Won,1955
1466,Arena 12,Goblin Barrel,Lost,10530
1467,Arena 12,Goblin Barrel,Won,11410
1468,Arena 12,Goblin Cage,Lost,1192
1469,Arena 12,Goblin Cage,Won,724
1470,Arena 12,Goblin Demolisher,Lost,206
1471,Arena 12,Goblin Demolisher,Won,167
1472,Arena 12,Goblin Drill,Lost,11
1473,Arena 12,Goblin Drill,Won,18
1474,Arena 12,Goblin Gang,Lost,3120
1475,Arena 12,Goblin Gang,Won,3281
1476,Arena 12,Goblin Giant,Lost,556
1477,Arena 12,Goblin Giant,Won,262
1478,Arena 12,Goblin Hut,Lost,1110
1479,Arena 12,Goblin Hut,Won,973
1480,Arena 12,Goblin Machine,Lost,16
1481,Arena 12,Goblin Machine,Won,21
1482,Arena 12,Goblins,Lost,508
1483,Arena 12,Goblins,Won,476
1484,Arena 12,Goblinstein,Lost,9
1485,Arena 12,Goblinstein,Won,19
1486,Arena 12,Golden Knight,Lost,10
1487,Arena 12,Golden Knight,Won,21
1488,Arena 12,Golem,Lost,664
1489,Arena 12,Golem,Won,508
1490,Arena 12,Graveyard,Lost,433
1491,Arena 12,Graveyard,Won,328
1492,Arena 12,Guards,Lost,2803
1493,Arena 12,Guards,Won,2533
1494,Arena 12,Heal Spirit,Lost,5
1495,Arena 12,Heal Spirit,Won,4
1496,Arena 12,Hog Rider,Lost,7173
1497,Arena 12,Hog Rider,Won,8454
1498,Arena 12,Hunter,Lost,721
1499,Arena 12,Hunter,Won,543
1500,Arena 12,Ice Golem,Lost,1519
1501,Arena 12,Ice Golem,Won,1025
1502,Arena 12,Ice Spirit,Lost,3452
1503,Arena 12,Ice Spirit,Won,3399
1504,Arena 12,Ice Wizard,Lost,750
1505,Arena 12,Ice Wizard,Won,698
1506,Arena 12,Inferno Dragon,Lost,5010
1507,Arena 12,Inferno Dragon,Won,5820
1508,Arena 12,Inferno Tower,Lost,1300
1509,Arena 12,Inferno Tower,Won,1298
1510,Arena 12,Knight,Lost,5443
1511,Arena 12,Knight,Won,6123
1512,Arena 12,Lava Hound,Lost,22
1513,Arena 12,Lava Hound,Won,28
1514,Arena 12,Lightning,Lost,1373
1515,Arena 12,Lightning,Won,403
1516,Arena 12,Little Prince,Lost,182
1517,Arena 12,Little Prince,Won,301
1518,Arena 12,Lumberjack,Lost,126
1519,Arena 12,Lumberjack,Won,217
1520,Arena 12,Magic Archer,Lost,73
1521,Arena 12,Magic Archer,Won,118
1522,Arena 12,Mega Knight,Lost,4912
1523,Arena 12,Mega Knight,Won,6936
1524,Arena 12,Mega Minion,Lost,1345
1525,Arena 12,Mega Minion,Won,496
1526,Arena 12,Mighty Miner,Lost,1
1527,Arena 12,Mighty Miner,Won,2
1528,Arena 12,Miner,Lost,2345
1529,Arena 12,Miner,Won,1737
1530,Arena 12,Mini P.E.K.K.A,Lost,12132
1531,Arena 12,Mini P.E.K.K.A,Won,13199
1532,Arena 12,Minion Horde,Lost,1128
1533,Arena 12,Minion Horde,Won,893
1534,Arena 12,Minions,Lost,1873
1535,Arena 12,Minions,Won,1944
1536,Arena 12,Mirror,Lost,30
1537,Arena 12,Mirror,Won,36
1538,Arena 12,Monk,Lost,16
1539,Arena 12,Monk,Won,33
1540,Arena 12,Mortar,Lost,114
1541,Arena 12,Mortar,Won,147
1542,Arena 12,Mother Witch,Lost,3
1543,Arena 12,Mother Witch,Won,13
1544,Arena 12,Musketeer,Lost,2746
1545,Arena 12,Musketeer,Won,2623
1546,Arena 12,Night Witch,Lost,11
1547,Arena 12,Night Witch,Won,15
1548,Arena 12,P.E.K.K.A,Lost,1810
1549,Arena 12,P.E.K.K.A,Won,1949
1550,Arena 12,Phoenix,Lost,52
1551,Arena 12,Phoenix,Won,52
1552,Arena 12,Poison,Lost,1804
1553,Arena 12,Poison,Won,876
1554,Arena 12,Prince,Lost,6671
1555,Arena 12,Prince,Won,5401
1556,Arena 12,Princess,Lost,3146
1557,Arena 12,Princess,Won,3872
1558,Arena 12,Rage,Lost,77
1559,Arena 12,Rage,Won,96
1560,Arena 12,Ram Rider,Lost,1347
1561,Arena 12,Ram Rider,Won,1767
1562,Arena 12,Rascals,Lost,9
1563,Arena 12,Rascals,Won,9
1564,Arena 12,Rocket,Lost,1275
1565,Arena 12,Rocket,Won,428
1566,Arena 12,Royal Delivery,Lost,6
1567,Arena 12,Royal Delivery,Won,5
1568,Arena 12,Royal Ghost,Lost,4033
1569,Arena 12,Royal Ghost,Won,5547
1570,Arena 12,Royal Giant,Lost,437
1571,Arena 12,Royal Giant,Won,487
1572,Arena 12,Royal Hogs,Lost,1597
1573,Arena 12,Royal Hogs,Won,1317
1574,Arena 12,Royal Recruits,Lost,1058
1575,Arena 12,Royal Recruits,Won,665
1576,Arena 12,Rune Giant,Lost,56
1577,Arena 12,Rune Giant,Won,58
1578,Arena 12,Skeleton Army,Lost,15601
1579,Arena 12,Skeleton Army,Won,16980
1580,Arena 12,Skeleton Barrel,Lost,1059
1581,Arena 12,Skeleton Barrel,Won,1008
1582,Arena 12,Skeleton Dragons,Lost,357
1583,Arena 12,Skeleton Dragons,Won,306
1584,Arena 12,Skeleton King,Lost,2
1585,Arena 12,Skeleton King,Won,2
1586,Arena 12,Skeletons,Lost,4196
1587,Arena 12,Skeletons,Won,3658
1588,Arena 12,Sparky,Lost,2117
1589,Arena 12,Sparky,Won,2154
1590,Arena 12,Spear Goblins,Lost,1366
1591,Arena 12,Spear Goblins,Won,1110
1592,Arena 12,Spirit Empress,Lost,2
1593,Arena 12,Spirit Empress,Won,1
1594,Arena 12,Tesla,Lost,3099
1595,Arena 12,Tesla,Won,2940
1596,Arena 12,The Log,Lost,5909
1597,Arena 12,The Log,Won,7597
1598,Arena 12,Three Musketeers,Lost,173
1599,Arena 12,Three Musketeers,Won,119
1600,Arena 12,Tombstone,Lost,810
1601,Arena 12,Tombstone,Won,1028
1602,Arena 12,Tornado,Lost,29
1603,Arena 12,Tornado,Won,51
1604,Arena 12,Valkyrie,Lost,9343
1605,Arena 12,Valkyrie,Won,9553
1606,Arena 12,Vines,Lost,1709
1607,Arena 12,Vines,Won,2195
1608,Arena 12,Wall Breakers,Lost,1722
1609,Arena 12,Wall Breakers,Won,1945
1610,Arena 12,Witch,Lost,13340
1611,Arena 12,Witch,Won,15026
1612,Arena 12,Wizard,Lost,8284
1613,Arena 12,Wizard,Won,7769
1614,Arena 12,X-Bow,Lost,1176
1615,Arena 12,X-Bow,Won,566
1616,Arena 12,Zap,Lost,5215
1617,Arena 12,Zap,Won,4569
1618,Arena 12,Zappies,Lost,782
1619,Arena 12,Zappies,Won,477
1620,Arena 15,Archer Queen,Lost,27
1621,Arena 15,Archer Queen,Won,42
1622,Arena 15,Archers,Lost,4045
1623,Arena 15,Archers,Won,4974
1624,Arena 15,Arrows,Lost,11139
1625,Arena 15,Arrows,Won,10018
1626,Arena 15,Baby Dragon,Lost,8674
1627,Arena 15,Baby Dragon,Won,9486
1628,Arena 15,Balloon,Lost,4275
1629,Arena 15,Balloon,Won,3034
1630,Arena 15,Bandit,Lost,4474
1631,Arena 15,Bandit,Won,3624
1632,Arena 15,Barbarian Barrel,Lost,5812
1633,Arena 15,Barbarian Barrel,Won,3593
1634,Arena 15,Barbarian Hut,Lost,52
1635,Arena 15,Barbarian Hut,Won,36
1636,Arena 15,Barbarians,Lost,2636
1637,Arena 15,Barbarians,Won,2840
1638,Arena 15,Bats,Lost,6079
1639,Arena 15,Bats,Won,5596
1640,Arena 15,Battle Healer,Lost,602
1641,Arena 15,Battle Healer,Won,276
1642,Arena 15,Battle Ram,Lost,2234
1643,Arena 15,Battle Ram,Won,1745
1644,Arena 15,Berserker,Lost,932
1645,Arena 15,Berserker,Won,811
1646,Arena 15,Bomb Tower,Lost,716
1647,Arena 15,Bomb Tower,Won,623
1648,Arena 15,Bomber,Lost,3115
1649,Arena 15,Bomber,Won,2264
1650,Arena 15,Boss Bandit,Lost,349
1651,Arena 15,Boss Bandit,Won,568
1652,Arena 15,Bowler,Lost,1664
1653,Arena 15,Bowler,Won,1126
1654,Arena 15,Cannon,Lost,5902
1655,Arena 15,Cannon,Won,6646
1656,Arena 15,Cannon Cart,Lost,28
1657,Arena 15,Cannon Cart,Won,31
1658,Arena 15,Clone,Lost,1540
1659,Arena 15,Clone,Won,1188
1660,Arena 15,Dark Prince,Lost,2685
1661,Arena 15,Dark Prince,Won,2540
1662,Arena 15,Dart Goblin,Lost,6220
1663,Arena 15,Dart Goblin,Won,7585
1664,Arena 15,Earthquake,Lost,258
1665,Arena 15,Earthquake,Won,194
1666,Arena 15,Electro Dragon,Lost,2481
1667,Arena 15,Electro Dragon,Won,1900
1668,Arena 15,Electro Giant,Lost,499
1669,Arena 15,Electro Giant,Won,418
1670,Arena 15,Electro Spirit,Lost,2237
1671,Arena 15,Electro Spirit,Won,1981
1672,Arena 15,Electro Wizard,Lost,7616
1673,Arena 15,Electro Wizard,Won,7418
1674,Arena 15,Elite Barbarians,Lost,2417
1675,Arena 15,Elite Barbarians,Won,2085
1676,Arena 15,Elixir Collector,Lost,486
1677,Arena 15,Elixir Collector,Won,315
1678,Arena 15,Elixir Golem,Lost,1508
1679,Arena 15,Elixir Golem,Won,1144
1680,Arena 15,Executioner,Lost,3677
1681,Arena 15,Executioner,Won,4502
1682,Arena 15,Fire Spirit,Lost,577
1683,Arena 15,Fire Spirit,Won,573
1684,Arena 15,Fireball,Lost,7014
1685,Arena 15,Fireball,Won,7294
1686,Arena 15,Firecracker,Lost,4908
1687,Arena 15,Firecracker,Won,5763
1688,Arena 15,Fisherman,Lost,445
1689,Arena 15,Fisherman,Won,419
1690,Arena 15,Flying Machine,Lost,815
1691,Arena 15,Flying Machine,Won,440
1692,Arena 15,Freeze,Lost,2797
1693,Arena 15,Freeze,Won,1886
1694,Arena 15,Furnace,Lost,742
1695,Arena 15,Furnace,Won,907
1696,Arena 15,Giant,Lost,1716
1697,Arena 15,Giant,Won,1023
1698,Arena 15,Giant Skeleton,Lost,838
1699,Arena 15,Giant Skeleton,Won,779
1700,Arena 15,Giant Snowball,Lost,2828
1701,Arena 15,Giant Snowball,Won,2232
1702,Arena 15,Goblin Barrel,Lost,11600
1703,Arena 15,Goblin Barrel,Won,14052
1704,Arena 15,Goblin Cage,Lost,1757
1705,Arena 15,Goblin Cage,Won,1299
1706,Arena 15,Goblin Curse,Lost,2436
1707,Arena 15,Goblin Curse,Won,2025
1708,Arena 15,Goblin Demolisher,Lost,176
1709,Arena 15,Goblin Demolisher,Won,122
1710,Arena 15,Goblin Drill,Lost,458
1711,Arena 15,Goblin Drill,Won,362
1712,Arena 15,Goblin Gang,Lost,5097
1713,Arena 15,Goblin Gang,Won,5208
1714,Arena 15,Goblin Giant,Lost,1656
1715,Arena 15,Goblin Giant,Won,753
1716,Arena 15,Goblin Hut,Lost,1816
1717,Arena 15,Goblin Hut,Won,1329
1718,Arena 15,Goblin Machine,Lost,690
1719,Arena 15,Goblin Machine,Won,323
1720,Arena 15,Goblins,Lost,436
1721,Arena 15,Goblins,Won,490
1722,Arena 15,Goblinstein,Lost,46
1723,Arena 15,Goblinstein,Won,83
1724,Arena 15,Golden Knight,Lost,32
1725,Arena 15,Golden Knight,Won,47
1726,Arena 15,Golem,Lost,1131
1727,Arena 15,Golem,Won,824
1728,Arena 15,Graveyard,Lost,2097
1729,Arena 15,Graveyard,Won,1332
1730,Arena 15,Guards,Lost,3697
1731,Arena 15,Guards,Won,3785
1732,Arena 15,Heal Spirit,Lost,854
1733,Arena 15,Heal Spirit,Won,415
1734,Arena 15,Hog Rider,Lost,8580
1735,Arena 15,Hog Rider,Won,9979
1736,Arena 15,Hunter,Lost,698
1737,Arena 15,Hunter,Won,650
1738,Arena 15,Ice Golem,Lost,1567
1739,Arena 15,Ice Golem,Won,1183
1740,Arena 15,Ice Spirit,Lost,5368
1741,Arena 15,Ice Spirit,Won,5374
1742,Arena 15,Ice Wizard,Lost,3710
1743,Arena 15,Ice Wizard,Won,3351
1744,Arena 15,Inferno Dragon,Lost,8862
1745,Arena 15,Inferno Dragon,Won,8158
1746,Arena 15,Inferno Tower,Lost,2594
1747,Arena 15,Inferno Tower,Won,2675
1748,Arena 15,Knight,Lost,9650
1749,Arena 15,Knight,Won,10292
1750,Arena 15,Lava Hound,Lost,956
1751,Arena 15,Lava Hound,Won,347
1752,Arena 15,Lightning,Lost,1506
1753,Arena 15,Lightning,Won,668
1754,Arena 15,Little Prince,Lost,420
1755,Arena 15,Little Prince,Won,613
1756,Arena 15,Lumberjack,Lost,3623
1757,Arena 15,Lumberjack,Won,3206
1758,Arena 15,Magic Archer,Lost,2311
1759,Arena 15,Magic Archer,Won,2054
1760,Arena 15,Mega Knight,Lost,13350
1761,Arena 15,Mega Knight,Won,17245
1762,Arena 15,Mega Minion,Lost,2095
1763,Arena 15,Mega Minion,Won,923
1764,Arena 15,Mighty Miner,Lost,38
1765,Arena 15,Mighty Miner,Won,58
1766,Arena 15,Miner,Lost,3147
1767,Arena 15,Miner,Won,2008
1768,Arena 15,Mini P.E.K.K.A,Lost,13852
1769,Arena 15,Mini P.E.K.K.A,Won,16785
1770,Arena 15,Minion Horde,Lost,1655
1771,Arena 15,Minion Horde,Won,1677
1772,Arena 15,Minions,Lost,3160
1773,Arena 15,Minions,Won,3120
1774,Arena 15,Mirror,Lost,1735
1775,Arena 15,Mirror,Won,1611
1776,Arena 15,Monk,Lost,156
1777,Arena 15,Monk,Won,196
1778,Arena 15,Mortar,Lost,188
1779,Arena 15,Mortar,Won,211
1780,Arena 15,Mother Witch,Lost,308
1781,Arena 15,Mother Witch,Won,350
1782,Arena 15,Musketeer,Lost,2893
1783,Arena 15,Musketeer,Won,2872
1784,Arena 15,Night Witch,Lost,551
1785,Arena 15,Night Witch,Won,469
1786,Arena 15,P.E.K.K.A,Lost,5193
1787,Arena 15,P.E.K.K.A,Won,4086
1788,Arena 15,Phoenix,Lost,334
1789,Arena 15,Phoenix,Won,196
1790,Arena 15,Poison,Lost,3703
1791,Arena 15,Poison,Won,1776
1792,Arena 15,Prince,Lost,5744
1793,Arena 15,Prince,Won,6129
1794,Arena 15,Princess,Lost,5361
1795,Arena 15,Princess,Won,6201
1796,Arena 15,Rage,Lost,4767
1797,Arena 15,Rage,Won,3751
1798,Arena 15,Ram Rider,Lost,2189
1799,Arena 15,Ram Rider,Won,2425
1800,Arena 15,Rascals,Lost,235
1801,Arena 15,Rascals,Won,254
1802,Arena 15,Rocket,Lost,1181
1803,Arena 15,Rocket,Won,851
1804,Arena 15,Royal Delivery,Lost,845
1805,Arena 15,Royal Delivery,Won,824
1806,Arena 15,Royal Ghost,Lost,5331
1807,Arena 15,Royal Ghost,Won,5844
1808,Arena 15,Royal Giant,Lost,789
1809,Arena 15,Royal Giant,Won,776
1810,Arena 15,Royal Hogs,Lost,1844
1811,Arena 15,Royal Hogs,Won,1500
1812,Arena 15,Royal Recruits,Lost,1478
1813,Arena 15,Royal Recruits,Won,960
1814,Arena 15,Rune Giant,Lost,45
1815,Arena 15,Rune Giant,Won,41
1816,Arena 15,Skeleton Army,Lost,15251
1817,Arena 15,Skeleton Army,Won,19071
1818,Arena 15,Skeleton Barrel,Lost,1940
1819,Arena 15,Skeleton Barrel,Won,1559
1820,Arena 15,Skeleton Dragons,Lost,923
1821,Arena 15,Skeleton Dragons,Won,540
1822,Arena 15,Skeleton King,Lost,3
1823,Arena 15,Skeleton King,Won,3
1824,Arena 15,Skeletons,Lost,5401
1825,Arena 15,Skeletons,Won,5586
1826,Arena 15,Sparky,Lost,2566
1827,Arena 15,Sparky,Won,2350
1828,Arena 15,Spear Goblins,Lost,2120
1829,Arena 15,Spear Goblins,Won,1340
1830,Arena 15,Spirit Empress,Lost,374
1831,Arena 15,Spirit Empress,Won,250
1832,Arena 15,Suspicious Bush,Lost,345
1833,Arena 15,Suspicious Bush,Won,354
1834,Arena 15,Tesla,Lost,5413
1835,Arena 15,Tesla,Won,6398
1836,Arena 15,The Log,Lost,15202
1837,Arena 15,The Log,Won,18681
1838,Arena 15,Three Musketeers,Lost,506
1839,Arena 15,Three Musketeers,Won,218
1840,Arena 15,Tombstone,Lost,1817
1841,Arena 15,Tombstone,Won,1410
1842,Arena 15,Tornado,Lost,2150
1843,Arena 15,Tornado,Won,905
1844,Arena 15,Valkyrie,Lost,8988
1845,Arena 15,Valkyrie,Won,10557
1846,Arena 15,Vines,Lost,2797
1847,Arena 15,Vines,Won,3493
1848,Arena 15,Void,Lost,128
1849,Arena 15,Void,Won,93
1850,Arena 15,Wall Breakers,Lost,4004
1851,Arena 15,Wall Breakers,Won,3559
1852,Arena 15,Witch,Lost,13725
1853,Arena 15,Witch,Won,17759
1854,Arena 15,Wizard,Lost,7159
1855,Arena 15,Wizard,Won,7889
1856,Arena 15,X-Bow,Lost,542
1857,Arena 15,X-Bow,Won,558
1858,Arena 15,Zap,Lost,8215
1859,Arena 15,Zap,Won,6338
1860,Arena 15,Zappies,Lost,1021
1861,Arena 15,Zappies,Won,656
1862,Arena 16,Archer Queen,Lost,33
1863,Arena 16,Archer Queen,Won,46
1864,Arena 16,Archers,Lost,4394
1865,Arena 16,Archers,Won,5151
1866,Arena 16,Arrows,Lost,10484
1867,Arena 16,Arrows,Won,9312
1868,Arena 16,Baby Dragon,Lost,7496
1869,Arena 16,Baby Dragon,Won,7970
1870,Arena 16,Balloon,Lost,2850
1871,Arena 16,Balloon,Won,2392
1872,Arena 16,Bandit,Lost,3872
1873,Arena 16,Bandit,Won,3137
1874,Arena 16,Barbarian Barrel,Lost,5187
1875,Arena 16,Barbarian Barrel,Won,3195
1876,Arena 16,Barbarian Hut,Lost,25
1877,Arena 16,Barbarian Hut,Won,16
1878,Arena 16,Barbarians,Lost,1902
1879,Arena 16,Barbarians,Won,2248
1880,Arena 16,Bats,Lost,4702
1881,Arena 16,Bats,Won,4510
1882,Arena 16,Battle Healer,Lost,648
1883,Arena 16,Battle Healer,Won,278
1884,Arena 16,Battle Ram,Lost,1926
1885,Arena 16,Battle Ram,Won,1489
1886,Arena 16,Berserker,Lost,836
1887,Arena 16,Berserker,Won,679
1888,Arena 16,Bomb Tower,Lost,800
1889,Arena 16,Bomb Tower,Won,618
1890,Arena 16,Bomber,Lost,2538
1891,Arena 16,Bomber,Won,1911
1892,Arena 16,Boss Bandit,Lost,523
1893,Arena 16,Boss Bandit,Won,770
1894,Arena 16,Bowler,Lost,1252
1895,Arena 16,Bowler,Won,843
1896,Arena 16,Cannon,Lost,5292
1897,Arena 16,Cannon,Won,5771
1898,Arena 16,Cannon Cart,Lost,102
1899,Arena 16,Cannon Cart,Won,102
1900,Arena 16,Clone,Lost,1423
1901,Arena 16,Clone,Won,1104
1902,Arena 16,Dark Prince,Lost,2203
1903,Arena 16,Dark Prince,Won,2093
1904,Arena 16,Dart Goblin,Lost,5977
1905,Arena 16,Dart Goblin,Won,6904
1906,Arena 16,Earthquake,Lost,258
1907,Arena 16,Earthquake,Won,213
1908,Arena 16,Electro Dragon,Lost,2079
1909,Arena 16,Electro Dragon,Won,1570
1910,Arena 16,Electro Giant,Lost,312
1911,Arena 16,Electro Giant,Won,286
1912,Arena 16,Electro Spirit,Lost,1887
1913,Arena 16,Electro Spirit,Won,1768
1914,Arena 16,Electro Wizard,Lost,7037
1915,Arena 16,Electro Wizard,Won,7246
1916,Arena 16,Elite Barbarians,Lost,2515
1917,Arena 16,Elite Barbarians,Won,1990
1918,Arena 16,Elixir Collector,Lost,438
1919,Arena 16,Elixir Collector,Won,294
1920,Arena 16,Elixir Golem,Lost,1337
1921,Arena 16,Elixir Golem,Won,827
1922,Arena 16,Executioner,Lost,2942
1923,Arena 16,Executioner,Won,3598
1924,Arena 16,Fire Spirit,Lost,632
1925,Arena 16,Fire Spirit,Won,581
1926,Arena 16,Fireball,Lost,6427
1927,Arena 16,Fireball,Won,6613
1928,Arena 16,Firecracker,Lost,4946
1929,Arena 16,Firecracker,Won,5624
1930,Arena 16,Fisherman,Lost,450
1931,Arena 16,Fisherman,Won,422
1932,Arena 16,Flying Machine,Lost,856
1933,Arena 16,Flying Machine,Won,403
1934,Arena 16,Freeze,Lost,1973
1935,Arena 16,Freeze,Won,1470
1936,Arena 16,Furnace,Lost,591
1937,Arena 16,Furnace,Won,785
1938,Arena 16,Giant,Lost,1317
1939,Arena 16,Giant,Won,831
1940,Arena 16,Giant Skeleton,Lost,1062
1941,Arena 16,Giant Skeleton,Won,976
1942,Arena 16,Giant Snowball,Lost,2257
1943,Arena 16,Giant Snowball,Won,1750
1944,Arena 16,Goblin Barrel,Lost,10047
1945,Arena 16,Goblin Barrel,Won,12179
1946,Arena 16,Goblin Cage,Lost,1360
1947,Arena 16,Goblin Cage,Won,951
1948,Arena 16,Goblin Curse,Lost,1906
1949,Arena 16,Goblin Curse,Won,1412
1950,Arena 16,Goblin Demolisher,Lost,87
1951,Arena 16,Goblin Demolisher,Won,57
1952,Arena 16,Goblin Drill,Lost,261
1953,Arena 16,Goblin Drill,Won,205
1954,Arena 16,Goblin Gang,Lost,4666
1955,Arena 16,Goblin Gang,Won,4885
1956,Arena 16,Goblin Giant,Lost,1489
1957,Arena 16,Goblin Giant,Won,668
1958,Arena 16,Goblin Hut,Lost,1105
1959,Arena 16,Goblin Hut,Won,961
1960,Arena 16,Goblin Machine,Lost,776
1961,Arena 16,Goblin Machine,Won,347
1962,Arena 16,Goblins,Lost,558
1963,Arena 16,Goblins,Won,465
1964,Arena 16,Goblinstein,Lost,80
1965,Arena 16,Goblinstein,Won,161
1966,Arena 16,Golden Knight,Lost,4412
1967,Arena 16,Golden Knight,Won,4712
1968,Arena 16,Golem,Lost,913
1969,Arena 16,Golem,Won,698
1970,Arena 16,Graveyard,Lost,2164
1971,Arena 16,Graveyard,Won,1133
1972,Arena 16,Guards,Lost,3071
1973,Arena 16,Guards,Won,3224
1974,Arena 16,Heal Spirit,Lost,886
1975,Arena 16,Heal Spirit,Won,433
1976,Arena 16,Hog Rider,Lost,7751
1977,Arena 16,Hog Rider,Won,8841
1978,Arena 16,Hunter,Lost,559
1979,Arena 16,Hunter,Won,578
1980,Arena 16,Ice Golem,Lost,1438
1981,Arena 16,Ice Golem,Won,1099
1982,Arena 16,Ice Spirit,Lost,5148
1983,Arena 16,Ice Spirit,Won,5038
1984,Arena 16,Ice Wizard,Lost,3606
1985,Arena 16,Ice Wizard,Won,2895
1986,Arena 16,Inferno Dragon,Lost,6876
1987,Arena 16,Inferno Dragon,Won,6480
1988,Arena 16,Inferno Tower,Lost,2260
1989,Arena 16,Inferno Tower,Won,2554
